product_id,sku,name,category,cost_price_inr,selling_price_inr,reorder_level,vendor_id,is_active,primary_channel
PRD-5098,SKU-CON-0098,Consumer Premium Craft SKU #98,Consumer Electronics Accessories,1791,4850,73,VND-1123,TRUE,Amazon IN
PRD-5099,SKU-ORG-0099,Organic Premium Craft SKU #99,Organic Home & Kitchenware,2349,6599,30,VND-1180,TRUE,POS Counter
PRD-5100,SKU-HAN-0100,Handloom Premium Craft SKU #100,Handloom Bed Linen & Curtains,1604,3340,98,VND-1169,FALSE,Instagram DM
PRD-5101,SKU-SPI-0101,Spices Premium Craft SKU #101,Spices & Gourmet Food Crafts,1786,6150,62,VND-1174,TRUE,Flipkart
PRD-5102,SKU-JEW-0102,Jewelry Premium Craft SKU #102,Jewelry & Fashion Accessories,193,379,48,VND-1028,TRUE,Myntra
PRD-5103,SKU-FOO-0103,Footwear Premium Craft SKU #103,Footwear & Athletic Shoes,1055,2698,70,VND-1143,TRUE,Instagram DM
PRD-5104,SKU-STA-0104,Stationery Premium Craft SKU #104,Stationery & Corporate Gifting,2199,4521,23,VND-1151,TRUE,Amazon IN
PRD-5105,SKU-PET-0105,Pet Premium Craft SKU #105,Pet Care & Organic Treats,501,1000,38,VND-1107,TRUE,Amazon IN
PRD-5106,SKU-KID-0106,Kids Premium Craft SKU #106,Kids Wear & Wooden Toys,997,2677,64,VND-1117,TRUE,Flipkart
PRD-5107,SKU-FIT-0107,Fitness Premium Craft SKU #107,Fitness Gear & Yoga Accessories,2003,4691,58,VND-1185,FALSE,Instagram DM
PRD-5108,SKU-AUT-0108,Automotive Premium Craft SKU #108,Automotive Accessories,242,784,33,VND-1030,TRUE,POS Counter
PRD-5109,SKU-TEX-0109,Textiles Premium Craft SKU #109,Textiles & Handblock Prints,1149,3076,90,VND-1239,TRUE,Myntra
PRD-5110,SKU-PUR-0110,Pure Premium Craft SKU #110,Pure Silk & Traditional Sarees,2042,4480,71,VND-1110,TRUE,POS Counter
PRD-5111,SKU-KNI-0111,Knitwear Premium Craft SKU #111,Knitwear & Everyday Apparel,1920,4747,98,VND-1164,TRUE,Flipkart
PRD-5112,SKU-BRA-0112,Brass Premium Craft SKU #112,Brass & Artisan Metalcraft,1909,4698,47,VND-1152,TRUE,Instagram DM
PRD-5113,SKU-AYU-0113,Ayurvedic Premium Craft SKU #113,Ayurvedic Beauty & Wellness,406,1129,88,VND-1208,TRUE,Amazon IN
PRD-5114,SKU-LEA-0114,Leather Premium Craft SKU #114,Leather Footwear & Travel Goods,2024,4035,82,VND-1051,TRUE,Instagram DM
PRD-5115,SKU-ECO-0115,Eco-Friendly Premium Craft SKU #115,Eco-Friendly Packaging,1741,4943,95,VND-1081,TRUE,Amazon IN
PRD-5116,SKU-CON-0116,Consumer Premium Craft SKU #116,Consumer Electronics Accessories,2025,5770,58,VND-1217,TRUE,Myntra
PRD-5117,SKU-ORG-0117,Organic Premium Craft SKU #117,Organic Home & Kitchenware,698,1628,50,VND-1022,TRUE,POS Counter
PRD-5118,SKU-HAN-0118,Handloom Premium Craft SKU #118,Handloom Bed Linen & Curtains,729,1945,73,VND-1096,TRUE,Myntra
PRD-5119,SKU-SPI-0119,Spices Premium Craft SKU #119,Spices & Gourmet Food Crafts,1882,3981,88,VND-1099,TRUE,Instagram DM
PRD-5120,SKU-JEW-0120,Jewelry Premium Craft SKU #120,Jewelry & Fashion Accessories,859,2356,82,VND-1239,TRUE,POS Counter
PRD-5121,SKU-FOO-0121,Footwear Premium Craft SKU #121,Footwear & Athletic Shoes,1997,5697,65,VND-1081,TRUE,Flipkart
PRD-5122,SKU-STA-0122,Stationery Premium Craft SKU #122,Stationery & Corporate Gifting,949,3023,91,VND-1035,TRUE,Flipkart
PRD-5123,SKU-PET-0123,Pet Premium Craft SKU #123,Pet Care & Organic Treats,2164,5424,76,VND-1105,TRUE,Shopify Storefront
PRD-5124,SKU-KID-0124,Kids Premium Craft SKU #124,Kids Wear & Wooden Toys,276,870,48,VND-1145,TRUE,Amazon IN
PRD-5125,SKU-FIT-0125,Fitness Premium Craft SKU #125,Fitness Gear & Yoga Accessories,2352,5387,78,VND-1058,TRUE,Flipkart
PRD-5126,SKU-AUT-0126,Automotive Premium Craft SKU #126,Automotive Accessories,2242,4467,34,VND-1141,TRUE,Myntra
PRD-5127,SKU-TEX-0127,Textiles Premium Craft SKU #127,Textiles & Handblock Prints,1652,4495,25,VND-1211,TRUE,Flipkart
PRD-5128,SKU-PUR-0128,Pure Premium Craft SKU #128,Pure Silk & Traditional Sarees,1045,3639,33,VND-1140,TRUE,Instagram DM
PRD-5129,SKU-KNI-0129,Knitwear Premium Craft SKU #129,Knitwear & Everyday Apparel,1163,2682,24,VND-1193,TRUE,Amazon IN
PRD-5130,SKU-BRA-0130,Brass Premium Craft SKU #130,Brass & Artisan Metalcraft,506,1288,35,VND-1221,TRUE,POS Counter
PRD-5131,SKU-AYU-0131,Ayurvedic Premium Craft SKU #131,Ayurvedic Beauty & Wellness,1586,5176,98,VND-1054,TRUE,POS Counter
PRD-5132,SKU-LEA-0132,Leather Premium Craft SKU #132,Leather Footwear & Travel Goods,720,2256,46,VND-1158,TRUE,Myntra
PRD-5133,SKU-ECO-0133,Eco-Friendly Premium Craft SKU #133,Eco-Friendly Packaging,2330,5307,88,VND-1090,TRUE,Instagram DM
PRD-5134,SKU-CON-0134,Consumer Premium Craft SKU #134,Consumer Electronics Accessories,1335,3702,85,VND-1075,TRUE,Instagram DM
PRD-5135,SKU-ORG-0135,Organic Premium Craft SKU #135,Organic Home & Kitchenware,540,1096,72,VND-1209,TRUE,Amazon IN
PRD-5136,SKU-HAN-0136,Handloom Premium Craft SKU #136,Handloom Bed Linen & Curtains,669,2001,36,VND-1222,TRUE,Instagram DM
PRD-5137,SKU-SPI-0137,Spices Premium Craft SKU #137,Spices & Gourmet Food Crafts,1163,3598,70,VND-1083,TRUE,Myntra
PRD-5138,SKU-JEW-0138,Jewelry Premium Craft SKU #138,Jewelry & Fashion Accessories,1250,3584,68,VND-1162,TRUE,Instagram DM
PRD-5139,SKU-FOO-0139,Footwear Premium Craft SKU #139,Footwear & Athletic Shoes,531,1319,55,VND-1204,TRUE,Amazon IN
PRD-5140,SKU-STA-0140,Stationery Premium Craft SKU #140,Stationery & Corporate Gifting,2149,5063,20,VND-1117,TRUE,Instagram DM
PRD-5141,SKU-PET-0141,Pet Premium Craft SKU #141,Pet Care & Organic Treats,2027,5836,65,VND-1024,TRUE,Myntra
PRD-5142,SKU-KID-0142,Kids Premium Craft SKU #142,Kids Wear & Wooden Toys,1042,3590,47,VND-1102,TRUE,Amazon IN
PRD-5143,SKU-FIT-0143,Fitness Premium Craft SKU #143,Fitness Gear & Yoga Accessories,1311,3112,93,VND-1213,TRUE,Flipkart
PRD-5144,SKU-AUT-0144,Automotive Premium Craft SKU #144,Automotive Accessories,1557,5169,26,VND-1202,FALSE,Instagram DM
PRD-5145,SKU-TEX-0145,Textiles Premium Craft SKU #145,Textiles & Handblock Prints,2032,3713,40,VND-1201,TRUE,Shopify Storefront
PRD-5146,SKU-PUR-0146,Pure Premium Craft SKU #146,Pure Silk & Traditional Sarees,1902,4077,36,VND-1246,TRUE,Amazon IN
PRD-5147,SKU-KNI-0147,Knitwear Premium Craft SKU #147,Knitwear & Everyday Apparel,1272,2491,66,VND-1041,TRUE,Amazon IN
PRD-5148,SKU-BRA-0148,Brass Premium Craft SKU #148,Brass & Artisan Metalcraft,827,1561,100,VND-1171,TRUE,Instagram DM
PRD-5149,SKU-AYU-0149,Ayurvedic Premium Craft SKU #149,Ayurvedic Beauty & Wellness,1109,2805,31,VND-1194,TRUE,Shopify Storefront
PRD-5150,SKU-LEA-0150,Leather Premium Craft SKU #150,Leather Footwear & Travel Goods,2103,4064,95,VND-1055,TRUE,Instagram DM
PRD-5151,SKU-ECO-0151,Eco-Friendly Premium Craft SKU #151,Eco-Friendly Packaging,188,340,63,VND-1114,TRUE,Flipkart
PRD-5152,SKU-CON-0152,Consumer Premium Craft SKU #152,Consumer Electronics Accessories,691,1804,49,VND-1178,TRUE,Instagram DM
PRD-5153,SKU-ORG-0153,Organic Premium Craft SKU #153,Organic Home & Kitchenware,569,1124,67,VND-1207,TRUE,POS Counter
PRD-5154,SKU-HAN-0154,Handloom Premium Craft SKU #154,Handloom Bed Linen & Curtains,695,2009,38,VND-1098,TRUE,Myntra
PRD-5155,SKU-SPI-0155,Spices Premium Craft SKU #155,Spices & Gourmet Food Crafts,822,2094,47,VND-1003,TRUE,POS Counter
PRD-5156,SKU-JEW-0156,Jewelry Premium Craft SKU #156,Jewelry & Fashion Accessories,1836,5227,76,VND-1236,TRUE,Shopify Storefront
PRD-5157,SKU-FOO-0157,Footwear Premium Craft SKU #157,Footwear & Athletic Shoes,561,1143,35,VND-1230,TRUE,Flipkart
PRD-5158,SKU-STA-0158,Stationery Premium Craft SKU #158,Stationery & Corporate Gifting,1908,4454,37,VND-1090,TRUE,Instagram DM
PRD-5159,SKU-PET-0159,Pet Premium Craft SKU #159,Pet Care & Organic Treats,1166,3195,96,VND-1022,TRUE,Amazon IN
PRD-5160,SKU-KID-0160,Kids Premium Craft SKU #160,Kids Wear & Wooden Toys,259,839,58,VND-1200,TRUE,Myntra
PRD-5161,SKU-FIT-0161,Fitness Premium Craft SKU #161,Fitness Gear & Yoga Accessories,922,2831,57,VND-1131,TRUE,POS Counter
PRD-5162,SKU-AUT-0162,Automotive Premium Craft SKU #162,Automotive Accessories,1730,3445,83,VND-1127,TRUE,Shopify Storefront
PRD-5163,SKU-TEX-0163,Textiles Premium Craft SKU #163,Textiles & Handblock Prints,199,692,60,VND-1136,TRUE,Myntra
PRD-5164,SKU-PUR-0164,Pure Premium Craft SKU #164,Pure Silk & Traditional Sarees,1646,4491,42,VND-1108,TRUE,Shopify Storefront
PRD-5165,SKU-KNI-0165,Knitwear Premium Craft SKU #165,Knitwear & Everyday Apparel,426,776,47,VND-1005,FALSE,Shopify Storefront
PRD-5166,SKU-BRA-0166,Brass Premium Craft SKU #166,Brass & Artisan Metalcraft,1780,4737,100,VND-1243,TRUE,Flipkart
PRD-5167,SKU-AYU-0167,Ayurvedic Premium Craft SKU #167,Ayurvedic Beauty & Wellness,1797,3486,88,VND-1109,TRUE,POS Counter
PRD-5168,SKU-LEA-0168,Leather Premium Craft SKU #168,Leather Footwear & Travel Goods,492,1144,85,VND-1072,TRUE,POS Counter
PRD-5169,SKU-ECO-0169,Eco-Friendly Premium Craft SKU #169,Eco-Friendly Packaging,1488,3666,28,VND-1138,TRUE,Flipkart
PRD-5170,SKU-CON-0170,Consumer Premium Craft SKU #170,Consumer Electronics Accessories,1127,2139,31,VND-1187,TRUE,Shopify Storefront
PRD-5171,SKU-ORG-0171,Organic Premium Craft SKU #171,Organic Home & Kitchenware,375,872,42,VND-1117,TRUE,Instagram DM
PRD-5172,SKU-HAN-0172,Handloom Premium Craft SKU #172,Handloom Bed Linen & Curtains,196,407,64,VND-1036,TRUE,Instagram DM
PRD-5173,SKU-SPI-0173,Spices Premium Craft SKU #173,Spices & Gourmet Food Crafts,833,2026,54,VND-1067,TRUE,Shopify Storefront
PRD-5174,SKU-JEW-0174,Jewelry Premium Craft SKU #174,Jewelry & Fashion Accessories,270,639,74,VND-1198,TRUE,Shopify Storefront
PRD-5175,SKU-FOO-0175,Footwear Premium Craft SKU #175,Footwear & Athletic Shoes,465,1229,85,VND-1068,TRUE,Flipkart
PRD-5176,SKU-STA-0176,Stationery Premium Craft SKU #176,Stationery & Corporate Gifting,2471,5148,40,VND-1220,TRUE,Shopify Storefront
PRD-5177,SKU-PET-0177,Pet Premium Craft SKU #177,Pet Care & Organic Treats,2500,7365,34,VND-1229,TRUE,Myntra
PRD-5178,SKU-KID-0178,Kids Premium Craft SKU #178,Kids Wear & Wooden Toys,330,1075,21,VND-1001,TRUE,Flipkart
PRD-5179,SKU-FIT-0179,Fitness Premium Craft SKU #179,Fitness Gear & Yoga Accessories,1718,5780,42,VND-1094,TRUE,Shopify Storefront
PRD-5180,SKU-AUT-0180,Automotive Premium Craft SKU #180,Automotive Accessories,1867,4073,51,VND-1142,TRUE,Instagram DM
PRD-5181,SKU-TEX-0181,Textiles Premium Craft SKU #181,Textiles & Handblock Prints,1261,4040,93,VND-1082,TRUE,Myntra
PRD-5182,SKU-PUR-0182,Pure Premium Craft SKU #182,Pure Silk & Traditional Sarees,365,768,86,VND-1173,TRUE,Flipkart
PRD-5183,SKU-KNI-0183,Knitwear Premium Craft SKU #183,Knitwear & Everyday Apparel,2055,6724,59,VND-1018,TRUE,Myntra
PRD-5184,SKU-BRA-0184,Brass Premium Craft SKU #184,Brass & Artisan Metalcraft,182,441,57,VND-1117,TRUE,Amazon IN
PRD-5185,SKU-AYU-0185,Ayurvedic Premium Craft SKU #185,Ayurvedic Beauty & Wellness,1143,2958,95,VND-1190,TRUE,POS Counter
PRD-5186,SKU-LEA-0186,Leather Premium Craft SKU #186,Leather Footwear & Travel Goods,2388,7385,51,VND-1188,TRUE,Flipkart
PRD-5187,SKU-ECO-0187,Eco-Friendly Premium Craft SKU #187,Eco-Friendly Packaging,1104,3003,21,VND-1007,TRUE,Shopify Storefront
PRD-5188,SKU-CON-0188,Consumer Premium Craft SKU #188,Consumer Electronics Accessories,1691,5484,59,VND-1195,TRUE,Myntra
PRD-5189,SKU-ORG-0189,Organic Premium Craft SKU #189,Organic Home & Kitchenware,1869,4927,27,VND-1061,TRUE,POS Counter
